"Name","Date","TRESGScore","TRESGCScore","TRESGCControversiesScore","TRESGResourceUseScore","TRESGEmissionsScore","TRESGInnovationScore","TRESGWorkforceScore","TRESGHumanRightsScore","TRESGCommunityScore","TRESGProductResponsibilityScore","TRESGManagementScore","TRESGShareholdersScore","TRESGCSRStrategyScore","Shareprice","TotalLongTermDebt","TotalAssets","TangibleBookValuePerShare","NetIncomeBeforeTaxes","NetIncomeAfterTaxes","TotalCommonSharesOutstanding","Revenue","ResearchAndDevelopment","RDPS","PrimaryCSRscore","SecondaryCSRscore"
"SLB.N","2007-12-31","0.70893","0.62997","0.55102","0.91837","0.78571","0.50000","0.96939","0.44898","0.93878","0.79592","0.50000","0.50000","0.50000","98.37000","3794466000.00000","27853372000.00000","7.38624","1740967000.00000","1383697000.00000","1195616320.00000","6296171000.00000","196029000.00000","0.16396","0.70448442534909","0.72300170068027"
"SLB.N","2007-09-30","0.70893","0.62997","0.55102","0.91837","0.78571","0.50000","0.96939","0.44898","0.93878","0.79592","0.50000","0.50000","0.50000","105.00000","4041776000.00000","26306514000.00000","6.71360","1710165000.00000","1353997000.00000","1195867470.00000","5969662000.00000","190194000.00000","0.15904","0.70448442534909","0.72300170068027"
"SLB.N","2007-06-30","0.70893","0.62997","0.55102","0.91837","0.78571","0.50000","0.96939","0.44898","0.93878","0.79592","0.50000","0.50000","0.50000","84.94000","3916373000.00000","24772762000.00000","5.76552","1619362000.00000","1258479000.00000","1192062610.00000","5673762000.00000","174679000.00000","0.14654","0.70448442534909","0.72300170068027"
"SLB.N","2007-03-31","0.70893","0.62997","0.55102","0.91837","0.78571","0.50000","0.96939","0.44898","0.93878","0.79592","0.50000","0.50000","0.50000","69.10000","4619676000.00000","23508784000.00000","4.64016","1554506000.00000","1180827000.00000","1178564300.00000","5499405000.00000","167098000.00000","0.14178","0.70448442534909","0.72300170068027"
"STX.OQ","2016-12-30","0.69507","0.52611","0.35714","0.58036","0.25893","0.66071","0.77679","0.93750","0.91964","0.70536","0.88750","0.43750","0.86250","38.17000","4093000000.00000","8561000000.00000","-0.26427","310000000.00000","297000000.00000","295151580.00000","2894000000.00000","305000000.00000","1.03337","0.5810546875","0.89776785714286"
"STX.OQ","2016-09-30","0.69507","0.52611","0.35714","0.58036","0.25893","0.66071","0.77679","0.93750","0.91964","0.70536","0.88750","0.43750","0.86250","38.55000","4092000000.00000","8495000000.00000","-0.39852","173000000.00000","167000000.00000","298607360.00000","2797000000.00000","315000000.00000","1.05490","0.5810546875","0.89776785714286"
"STX.OQ","2016-07-01","0.69507","0.52611","0.35714","0.58036","0.25893","0.66071","0.77679","0.93750","0.91964","0.70536","0.88750","0.43750","0.86250","24.36000","4091000000.00000","8213000000.00000","-0.30813","53000000.00000","70000000.00000","298572220.00000","2654000000.00000","307000000.00000","1.02823","0.5810546875","0.89776785714286"
"STX.OQ","2016-04-01","0.69507","0.52611","0.35714","0.58036","0.25893","0.66071","0.77679","0.93750","0.91964","0.70536","0.88750","0.43750","0.86250","34.45000","4130000000.00000","8374000000.00000","-0.15748","9000000.00000","-21000000.00000","298459790.00000","2595000000.00000","298000000.00000","0.99846","0.5810546875","0.89776785714286"
"STX.OQ","2016-01-01","0.57432","0.63621","0.69811","0.65094","0.21698","0.66981","0.68868","0.94340","0.91509","0.40566","0.29167","0.70833","0.97222","36.66000","4140000000.00000","8796000000.00000","0.16202","180000000.00000","165000000.00000","296258170.00000","2986000000.00000","304000000.00000","1.02613","0.56170155267295","0.59674178895877"
"STX.OQ","2015-10-02","0.57432","0.63621","0.69811","0.65094","0.21698","0.66981","0.68868","0.94340","0.91509","0.40566","0.29167","0.70833","0.97222","44.80000","4140000000.00000","9079000000.00000","2.40480","31000000.00000","34000000.00000","298985220.00000","2925000000.00000","328000000.00000","1.09704","0.56170155267295","0.59674178895877"
"STX.OQ","2015-07-03","0.57432","0.63621","0.69811","0.65094","0.21698","0.66981","0.68868","0.94340","0.91509","0.40566","0.29167","0.70833","0.97222","47.50000","4155000000.00000","9845000000.00000","5.62379","149000000.00000","137000000.00000","315445540.00000","2928000000.00000","324000000.00000","1.02712","0.56170155267295","0.59674178895877"
"STX.OQ","2015-04-03","0.57432","0.63621","0.69811","0.65094","0.21698","0.66981","0.68868","0.94340","0.91509","0.40566","0.29167","0.70833","0.97222","52.03000","3457000000.00000","10036000000.00000","6.00484","304000000.00000","291000000.00000","318076550.00000","3330000000.00000","346000000.00000","1.08779","0.56170155267295","0.59674178895877"
"STX.OQ","2015-01-02","0.55532","0.59711","0.63889","0.67593","0.36111","0.64815","0.52778","0.89815","0.95370","0.42593","0.22059","0.72059","0.95588","66.50000","3932000000.00000","10814000000.00000","7.28024","1126000000.00000","933000000.00000","328835130.00000","3696000000.00000","341000000.00000","1.03699","0.5526279956427","0.56010953764222"
"STX.OQ","2014-10-03","0.55532","0.59711","0.63889","0.67593","0.36111","0.64815","0.52778","0.89815","0.95370","0.42593","0.22059","0.72059","0.95588","57.27000","3809000000.00000","9765000000.00000","4.90561","391000000.00000","381000000.00000","327176200.00000","3785000000.00000","342000000.00000","1.04531","0.5526279956427","0.56010953764222"
"STX.OQ","2014-03-28","0.55532","0.59711","0.63889","0.67593","0.36111","0.64815","0.52778","0.89815","0.95370","0.42593","0.22059","0.72059","0.95588","56.16000","3514000000.00000","8659000000.00000","5.68796","390000000.00000","395000000.00000","326478940.00000","3406000000.00000","297000000.00000","0.90971","0.5526279956427","0.56010953764222"
"STX.OQ","2013-12-27","0.66858","0.65374","0.63889","0.60185","0.34259","0.62963","0.78704","0.75000","0.93519","0.45370","0.65152","0.83333","0.96970","56.16000","3572000000.00000","8890000000.00000","5.14195","442000000.00000","428000000.00000","328474490.00000","3528000000.00000","312000000.00000","0.94985","0.61342592592593","0.76663627010849"
"STX.OQ","2013-09-27","0.66858","0.65374","0.63889","0.60185","0.34259","0.62963","0.78704","0.75000","0.93519","0.45370","0.65152","0.83333","0.96970","43.74000","2772000000.00000","9345000000.00000","7.89374","440000000.00000","427000000.00000","358765350.00000","3489000000.00000","294000000.00000","0.81948","0.61342592592593","0.76663627010849"
"STX.OQ","2013-06-28","0.66858","0.65374","0.63889","0.60185","0.34259","0.62963","0.78704","0.75000","0.93519","0.45370","0.65152","0.83333","0.96970","44.83000","2774000000.00000","9243000000.00000","7.27248","303000000.00000","348000000.00000","359437040.00000","3424000000.00000","294000000.00000","0.81795","0.61342592592593","0.76663627010849"
"STX.OQ","2013-03-29","0.66858","0.65374","0.63889","0.60185","0.34259","0.62963","0.78704","0.75000","0.93519","0.45370","0.65152","0.83333","0.96970","36.56000","2474000000.00000","8743000000.00000","6.64557","430000000.00000","416000000.00000","358283990.00000","3526000000.00000","294000000.00000","0.82058","0.61342592592593","0.76663627010849"
"STX.OQ","2012-12-28","0.63799","0.45325","0.26852","0.58333","0.19444","0.67593","0.65741","0.75926","0.85185","0.51852","0.75806","0.62903","0.98387","30.48000","2815000000.00000","8742000000.00000","5.46846","499000000.00000","492000000.00000","357504820.00000","3668000000.00000","277000000.00000","0.77481","0.54275873655914","0.80728129563255"
"STX.OQ","2012-09-28","0.63799","0.45325","0.26852","0.58333","0.19444","0.67593","0.65741","0.75926","0.85185","0.51852","0.75806","0.62903","0.98387","31.00000","2867000000.00000","9522000000.00000","6.45401","600000000.00000","582000000.00000","385961720.00000","3732000000.00000","268000000.00000","0.69437","0.54275873655914","0.80728129563255"
"STX.OQ","2012-06-29","0.63799","0.45325","0.26852","0.58333","0.19444","0.67593","0.65741","0.75926","0.85185","0.51852","0.75806","0.62903","0.98387","24.73000","2863000000.00000","10106000000.00000","6.38331","1013000000.00000","1013000000.00000","396032910.00000","4482000000.00000","269000000.00000","0.67924","0.54275873655914","0.80728129563255"
"STX.OQ","2012-03-30","0.63799","0.45325","0.26852","0.58333","0.19444","0.67593","0.65741","0.75926","0.85185","0.51852","0.75806","0.62903","0.98387","26.95000","2862000000.00000","10064000000.00000","6.16027","1159000000.00000","1146000000.00000","433259920.00000","4450000000.00000","270000000.00000","0.62318","0.54275873655914","0.80728129563255"
"STX.OQ","2011-12-31","0.66386","0.44985","0.23585","0.51887","0.08491","0.68868","0.78302","0.79245","0.84906","0.54717","0.79688","0.82812","0.98438","16.40000","2925000000.00000","9171000000.00000","5.20800","558000000.00000","563000000.00000","464862180.00000","3195000000.00000","259000000.00000","0.55715","0.56964456810141","0.83135564072327"
"STX.OQ","2011-09-30","0.66386","0.44985","0.23585","0.51887","0.08491","0.68868","0.78302","0.79245","0.84906","0.54717","0.79688","0.82812","0.98438","10.28000","2924000000.00000","8732000000.00000","5.77683","152000000.00000","140000000.00000","419780590.00000","2811000000.00000","208000000.00000","0.49550","0.56964456810141","0.83135564072327"
"STX.OQ","2011-07-01","0.66386","0.44985","0.23585","0.51887","0.08491","0.68868","0.78302","0.79245","0.84906","0.54717","0.79688","0.82812","0.98438","16.16000","2952000000.00000","9225000000.00000","5.72523","129000000.00000","119000000.00000","424611590.00000","2859000000.00000","229000000.00000","0.53932","0.56964456810141","0.83135564072327"
"STX.OQ","2011-04-01","0.66386","0.44985","0.23585","0.51887","0.08491","0.68868","0.78302","0.79245","0.84906","0.54717","0.79688","0.82812","0.98438","14.40000","2352000000.00000","8280000000.00000","5.83245","122000000.00000","93000000.00000","426407530.00000","2695000000.00000","224000000.00000","0.52532","0.56964456810141","0.83135564072327"
"STX.OQ","2010-12-31","0.47442","0.58280","0.69118","0.33824","0.04412","0.69118","0.48529","0.77941","0.60294","0.42647","0.33871","0.80645","0.98387","15.03000","2365000000.00000","8658000000.00000","6.13016","175000000.00000","150000000.00000","452842630.00000","2719000000.00000","213000000.00000","0.47036","0.44137660104364","0.53316071052077"
"STX.OQ","2010-10-01","0.47442","0.58280","0.69118","0.33824","0.04412","0.69118","0.48529","0.77941","0.60294","0.42647","0.33871","0.80645","0.98387","11.78000","1614000000.00000","7988000000.00000","6.19050","153000000.00000","149000000.00000","472174940.00000","2697000000.00000","209000000.00000","0.44263","0.44137660104364","0.53316071052077"
"STX.OQ","2010-07-02","0.47442","0.58280","0.69118","0.33824","0.04412","0.69118","0.48529","0.77941","0.60294","0.42647","0.33871","0.80645","0.98387","13.04000","2173000000.00000","8247000000.00000","5.52526","340000000.00000","379000000.00000","493008780.00000","2656000000.00000","219000000.00000","0.44421","0.44137660104364","0.53316071052077"
"STX.OQ","2010-04-02","0.47442","0.58280","0.69118","0.33824","0.04412","0.69118","0.48529","0.77941","0.60294","0.42647","0.33871","0.80645","0.98387","18.26000","1598000000.00000","7747000000.00000","5.43354","522000000.00000","518000000.00000","489000000.00000","3049000000.00000","224000000.00000","0.45808","0.44137660104364","0.53316071052077"
"STX.OQ","2010-01-01","0.63910","0.64714","0.65517","0.43103","0.22414","0.72414","0.70690","0.77586","0.81034","0.55172","0.67188","0.92188","0.92188","18.19000","1895000000.00000","7388000000.00000","4.67936","527000000.00000","533000000.00000","499000000.00000","3027000000.00000","227000000.00000","0.45491","0.5784701643319","0.74689445641762"
"STX.OQ","2009-10-02","0.63910","0.64714","0.65517","0.43103","0.22414","0.72414","0.70690","0.77586","0.81034","0.55172","0.67188","0.92188","0.92188","15.21000","1910000000.00000","6899000000.00000","3.57265","180000000.00000","179000000.00000","497950190.00000","2663000000.00000","208000000.00000","0.41771","0.5784701643319","0.74689445641762"
"STX.OQ","2009-07-03","0.63910","0.64714","0.65517","0.43103","0.22414","0.72414","0.70690","0.77586","0.81034","0.55172","0.67188","0.92188","0.92188","10.46000","1926000000.00000","7087000000.00000","3.15207","-56000000.00000","-83000000.00000","493008780.00000","2353000000.00000","215000000.00000","0.43610","0.5784701643319","0.74689445641762"
"STX.OQ","2009-04-03","0.63910","0.64714","0.65517","0.43103","0.22414","0.72414","0.70690","0.77586","0.81034","0.55172","0.67188","0.92188","0.92188","6.01000","1680000000.00000","6626000000.00000","3.03666","-291000000.00000","-275000000.00000","491000000.00000","2150000000.00000","243000000.00000","0.49491","0.5784701643319","0.74689445641762"
"STX.OQ","2009-01-02","0.60649","0.39699","0.18750","0.47917","0.47917","0.50000","0.60417","0.79167","0.72917","0.52083","0.58929","0.87500","0.91071","4.43000","1684000000.00000","7060000000.00000","3.54713","-2508000000.00000","-2824000000.00000","488000000.00000","2270000000.00000","235000000.00000","0.48156","0.56184895833333","0.68584656084656"
"STX.OQ","2008-10-03","0.60649","0.39699","0.18750","0.47917","0.47917","0.50000","0.60417","0.79167","0.72917","0.52083","0.58929","0.87500","0.91071","12.12000","1370000000.00000","10168000000.00000","4.50934","44000000.00000","60000000.00000","488320090.00000","3033000000.00000","260000000.00000","0.53244","0.56184895833333","0.68584656084656"
"STX.OQ","2008-06-27","0.60649","0.39699","0.18750","0.47917","0.47917","0.50000","0.60417","0.79167","0.72917","0.52083","0.58929","0.87500","0.91071","19.13000","1670000000.00000","10120000000.00000","4.37617","182000000.00000","160000000.00000","485127430.00000","2899000000.00000","270000000.00000","0.55655","0.56184895833333","0.68584656084656"
"STX.OQ","2008-03-28","0.60649","0.39699","0.18750","0.47917","0.47917","0.50000","0.60417","0.79167","0.72917","0.52083","0.58929","0.87500","0.91071","20.94000","1685000000.00000","10413000000.00000","4.38259","349000000.00000","344000000.00000","494000000.00000","3104000000.00000","254000000.00000","0.51417","0.56184895833333","0.68584656084656"
"STX.OQ","2007-12-28","0.68762","0.63381","0.58000","0.70000","0.62000","0.34000","0.90000","0.86000","0.88000","0.70000","0.46552","0.94828","0.93103","25.50000","1734000000.00000","10616000000.00000","4.81973","423000000.00000","403000000.00000","527000000.00000","3420000000.00000","262000000.00000","0.49715","0.70028017241379","0.6651245210728"
"STX.OQ","2007-09-28","0.68762","0.63381","0.58000","0.70000","0.62000","0.34000","0.90000","0.86000","0.88000","0.70000","0.46552","0.94828","0.93103","25.58000","1734000000.00000","10065000000.00000","4.49811","375000000.00000","355000000.00000","530000000.00000","3285000000.00000","242000000.00000","0.45660","0.70028017241379","0.6651245210728"
"STX.OQ","2007-06-29","0.68762","0.63381","0.58000","0.70000","0.62000","0.34000","0.90000","0.86000","0.88000","0.70000","0.46552","0.94828","0.93103","21.77000","1733000000.00000","9472000000.00000","4.20388","172000000.00000","542000000.00000","534981460.00000","2744000000.00000","221000000.00000","0.41310","0.70028017241379","0.6651245210728"
"STX.OQ","2007-03-30","0.68762","0.63381","0.58000","0.70000","0.62000","0.34000","0.90000","0.86000","0.88000","0.70000","0.46552","0.94828","0.93103","23.30000","1733000000.00000","9264000000.00000","3.23905","230000000.00000","212000000.00000","543677590.00000","2828000000.00000","214000000.00000","0.39362","0.70028017241379","0.6651245210728"
"SWKS.OQ","2016-12-30","0.62961","0.62350","0.61739","0.70000","0.54348","0.60435","0.56957","0.12174","0.73478","0.42174","0.87162","0.48437","0.81088","74.66000","0.00000","4065700000.00000","14.63745","321100000.00000","257800000.00000","184800000.00000","914300000.00000","82000000.00000","0.44372","0.56758346623441","0.73988328670902"
"SWKS.OQ","2016-09-30","0.62961","0.62350","0.61739","0.70000","0.54348","0.60435","0.56957","0.12174","0.73478","0.42174","0.87162","0.48437","0.81088","76.14000","0.00000","3855400000.00000","14.06760","291100000.00000","246800000.00000","184900000.00000","835400000.00000","73200000.00000","0.39589","0.56758346623441","0.73988328670902"
"SWKS.OQ","2016-07-01","0.62961","0.62350","0.61739","0.70000","0.54348","0.60435","0.56957","0.12174","0.73478","0.42174","0.87162","0.48437","0.81088","63.28000","0.00000","3955700000.00000","13.76160","236200000.00000","185000000.00000","187500000.00000","751700000.00000","77900000.00000","0.41547","0.56758346623441","0.73988328670902"
"SWKS.OQ","2016-04-01","0.62961","0.62350","0.61739","0.70000","0.54348","0.60435","0.56957","0.12174","0.73478","0.42174","0.87162","0.48437","0.81088","77.90000","0.00000","3958200000.00000","13.93060","255100000.00000","208100000.00000","190200000.00000","775100000.00000","79800000.00000","0.41956","0.56758346623441","0.73988328670902"
"SWKS.OQ","2016-01-01","0.59766","0.61326","0.62887","0.68557","0.36598","0.62371","0.68557","0.36598","0.71134","0.46392","0.72568","0.42578","0.58877","76.83000","0.00000","3930500000.00000","13.51409","418200000.00000","355300000.00000","191600000.00000","926800000.00000","81500000.00000","0.42537","0.56235547816129","0.66041502227186"
"SWKS.OQ","2015-10-02","0.59766","0.61326","0.62887","0.68557","0.36598","0.62371","0.68557","0.36598","0.71134","0.46392","0.72568","0.42578","0.58877","84.21000","0.00000","3719400000.00000","11.86285","296200000.00000","229200000.00000","190300000.00000","880800000.00000","82400000.00000","0.43300","0.56235547816129","0.66041502227186"
"SWKS.OQ","2015-07-03","0.59766","0.61326","0.62887","0.68557","0.36598","0.62371","0.68557","0.36598","0.71134","0.46392","0.72568","0.42578","0.58877","104.10000","0.00000","3518300000.00000","11.17277","259400000.00000","207400000.00000","191000000.00000","810000000.00000","76800000.00000","0.40209","0.56235547816129","0.66041502227186"
"SWKS.OQ","2015-04-03","0.59766","0.61326","0.62887","0.68557","0.36598","0.62371","0.68557","0.36598","0.71134","0.46392","0.72568","0.42578","0.58877","98.29000","0.00000","3313200000.00000","10.23194","220500000.00000","166500000.00000","191000000.00000","762100000.00000","75500000.00000","0.39529","0.56235547816129","0.66041502227186"
"SWKS.OQ","2015-01-02","0.59766","0.58041","0.56316","0.65789","0.37368","0.56842","0.56316","0.39474","0.80526","0.47895","0.83384","0.38567","0.59299","72.71000","0.00000","3191000000.00000","9.39518","247500000.00000","195200000.00000","190800000.00000","805500000.00000","68500000.00000","0.35901","0.51619589417522","0.74249594387391"
"SWKS.OQ","2014-10-03","0.59766","0.58041","0.56316","0.65789","0.37368","0.56842","0.56316","0.39474","0.80526","0.47895","0.83384","0.38567","0.59299","58.05000","0.00000","2973800000.00000","8.49049","198200000.00000","174900000.00000","189200000.00000","718300000.00000","68000000.00000","0.35941","0.51619589417522","0.74249594387391"
"SWKS.OQ","2014-06-27","0.59766","0.58041","0.56316","0.65789","0.37368","0.56842","0.56316","0.39474","0.80526","0.47895","0.83384","0.38567","0.59299","46.96000","0.00000","2688900000.00000","8.15116","148500000.00000","111400000.00000","189200000.00000","587000000.00000","64200000.00000","0.33932","0.51619589417522","0.74249594387391"
"SWKS.OQ","2014-03-28","0.59766","0.58041","0.56316","0.65789","0.37368","0.56842","0.56316","0.39474","0.80526","0.47895","0.83384","0.38567","0.59299","37.52000","0.00000","2534600000.00000","7.59715","102500000.00000","76900000.00000","189400000.00000","481000000.00000","61600000.00000","0.32524","0.51619589417522","0.74249594387391"
"SWKS.OQ","2013-12-27","0.63733","0.61920","0.60106","0.66489","0.38830","0.59574","0.66489","0.47340","0.82979","0.46809","0.91392","0.35619","0.59227","28.56000","0.00000","2435400000.00000","7.17223","116000000.00000","94500000.00000","188700000.00000","505200000.00000","58400000.00000","0.30949","0.54585606766835","0.79995156101484"
"SWKS.OQ","2013-09-27","0.63733","0.61920","0.60106","0.66489","0.38830","0.59574","0.66489","0.47340","0.82979","0.46809","0.91392","0.35619","0.59227","24.84000","0.00000","2333100000.00000","6.57690","105800000.00000","84200000.00000","187900000.00000","477000000.00000","55300000.00000","0.29431","0.54585606766835","0.79995156101484"
"SWKS.OQ","2013-06-28","0.63733","0.61920","0.60106","0.66489","0.38830","0.59574","0.66489","0.47340","0.82979","0.46809","0.91392","0.35619","0.59227","21.89000","0.00000","2217900000.00000","6.01012","84500000.00000","65700000.00000","187700000.00000","436100000.00000","56600000.00000","0.30155","0.54585606766835","0.79995156101484"
"SWKS.OQ","2013-03-29","0.63733","0.61920","0.60106","0.66489","0.38830","0.59574","0.66489","0.47340","0.82979","0.46809","0.91392","0.35619","0.59227","22.03000","0.00000","2216900000.00000","5.86604","67300000.00000","61700000.00000","191100000.00000","425200000.00000","56300000.00000","0.29461","0.54585606766835","0.79995156101484"
"SWKS.OQ","2012-12-28","0.61975","0.60288","0.58602","0.51075","0.41398","0.62366","0.59677","0.59677","0.63978","0.55914","0.91016","0.42967","0.65811","20.30000","0.00000","2151107000.00000","5.51055","86842000.00000","66493000.00000","191923000.00000","453723000.00000","58054000.00000","0.30249","0.52994222431057","0.77939954344621"
"SWKS.OQ","2012-09-28","0.61975","0.60288","0.58602","0.51075","0.41398","0.62366","0.59677","0.59677","0.63978","0.55914","0.91016","0.42967","0.65811","23.56500","0.00000","2136600000.00000","5.25741","74700000.00000","61500000.00000","192300000.00000","421100000.00000","56600000.00000","0.29433","0.52994222431057","0.77939954344621"
"SWKS.OQ","2012-06-29","0.61975","0.60288","0.58602","0.51075","0.41398","0.62366","0.59677","0.59677","0.63978","0.55914","0.91016","0.42967","0.65811","27.37000","0.00000","2089893000.00000","4.69433","62100000.00000","49300000.00000","190391000.00000","389000000.00000","56100000.00000","0.29466","0.52994222431057","0.77939954344621"
"SWKS.OQ","2012-03-30","0.61975","0.60288","0.58602","0.51075","0.41398","0.62366","0.59677","0.59677","0.63978","0.55914","0.91016","0.42967","0.65811","27.65000","0.00000","2007326000.00000","4.25440","43460000.00000","34033000.00000","189527000.00000","364690000.00000","52986000.00000","0.27957","0.52994222431057","0.77939954344621"
"SWKS.OQ","2011-12-30","0.64176","0.62296","0.60417","0.59896","0.52604","0.64062","0.50521","0.68229","0.81250","0.58854","0.83114","0.52485","0.66430","16.22000","0.00000","1914633000.00000","4.89281","74662000.00000","57126000.00000","187917000.00000","393740000.00000","46941000.00000","0.24980","0.55976526184288","0.7875345989689"
"SWKS.OQ","2011-09-30","0.64176","0.62296","0.60417","0.59896","0.52604","0.64062","0.50521","0.68229","0.81250","0.58854","0.83114","0.52485","0.66430","17.94000","0.00000","1890389000.00000","4.61004","77906000.00000","64209000.00000","186386000.00000","402316000.00000","47409000.00000","0.25436","0.55976526184288","0.7875345989689"
"SWKS.OQ","2011-07-01","0.64176","0.62296","0.60417","0.59896","0.52604","0.64062","0.50521","0.68229","0.81250","0.58854","0.83114","0.52485","0.66430","22.98000","0.00000","1805599000.00000","4.09971","71759000.00000","51548000.00000","186154000.00000","356075000.00000","43067000.00000","0.23135","0.55976526184288","0.7875345989689"
"SWKS.OQ","2011-04-01","0.64176","0.62296","0.60417","0.59896","0.52604","0.64062","0.50521","0.68229","0.81250","0.58854","0.83114","0.52485","0.66430","32.42000","0.00000","1678797000.00000","5.25604","67485000.00000","49960000.00000","185944000.00000","325411000.00000","39618000.00000","0.21306","0.55976526184288","0.7875345989689"
"SYK.N","2016-12-31","0.52590","0.34108","0.15625","0.43750","0.47396","0.46875","0.64062","0.23958","0.23958","0.01562","0.99910","0.46031","0.30547","119.81000","6686000000.00000","20435000000.00000","-0.83733","588000000.00000","510000000.00000","375000000.00000","3157000000.00000","189000000.00000","0.50400","0.5040487137178","0.640625"
"SYK.N","2016-09-30","0.52590","0.34108","0.15625","0.43750","0.47396","0.46875","0.64062","0.23958","0.23958","0.01562","0.99910","0.46031","0.30547","116.41000","6713000000.00000","20187000000.00000","-2.00802","419000000.00000","355000000.00000","374000000.00000","2833000000.00000","184000000.00000","0.49198","0.5040487137178","0.640625"
"SYK.N","2016-06-30","0.52590","0.34108","0.15625","0.43750","0.47396","0.46875","0.64062","0.23958","0.23958","0.01562","0.99910","0.46031","0.30547","119.83000","6717000000.00000","20520000000.00000","-2.67914","433000000.00000","380000000.00000","374000000.00000","2840000000.00000","183000000.00000","0.48930","0.5040487137178","0.640625"
"SYK.N","2016-03-31","0.52590","0.34108","0.15625","0.43750","0.47396","0.46875","0.64062","0.23958","0.23958","0.01562","0.99910","0.46031","0.30547","107.29000","6706000000.00000","19668000000.00000","7.65508","481000000.00000","402000000.00000","374000000.00000","2495000000.00000","159000000.00000","0.42513","0.5040487137178","0.640625"
"SYK.N","2015-12-31","0.48028","0.25186","0.02344","0.32031","0.36719","0.46094","0.47656","0.22656","0.28125","0.03125","0.99348","0.57723","0.22166","92.94000","3230000000.00000","16223000000.00000","6.91957","612000000.00000","522000000.00000","373000000.00000","2715000000.00000","164000000.00000","0.43968","0.48098242831172","0.4765625"
"SYK.N","2015-09-30","0.48028","0.25186","0.02344","0.32031","0.36719","0.46094","0.47656","0.22656","0.28125","0.03125","0.99348","0.57723","0.22166","94.10000","2511000000.00000","15917000000.00000","6.55053","345000000.00000","301000000.00000","376000000.00000","2420000000.00000","155000000.00000","0.41223","0.48098242831172","0.4765625"
"SYK.N","2015-06-30","0.48028","0.25186","0.02344","0.32031","0.36719","0.46094","0.47656","0.22656","0.28125","0.03125","0.99348","0.57723","0.22166","95.57000","3242000000.00000","16819000000.00000","6.51194","401000000.00000","392000000.00000","377000000.00000","2432000000.00000","154000000.00000","0.40849","0.48098242831172","0.4765625"
"SYK.N","2015-03-31","0.48028","0.25186","0.02344","0.32031","0.36719","0.46094","0.47656","0.22656","0.28125","0.03125","0.99348","0.57723","0.22166","92.25000","3257000000.00000","16580000000.00000","5.98413","377000000.00000","224000000.00000","378000000.00000","2379000000.00000","152000000.00000","0.40212","0.48098242831172","0.4765625"
"SYK.N","2014-12-31","0.54402","0.30023","0.05645","0.45161","0.33065","0.45161","0.55645","0.23387","0.86290","0.04032","0.97713","0.30335","0.59299","94.33000","3246000000.00000","17279000000.00000","6.32540","461000000.00000","260000000.00000","378000000.00000","2618000000.00000","153000000.00000","0.40476","0.54164998267206","0.55645161290322"
"SYK.N","2014-09-30","0.54402","0.30023","0.05645","0.45161","0.33065","0.45161","0.55645","0.23387","0.86290","0.04032","0.97713","0.30335","0.59299","80.75000","3231000000.00000","17515000000.00000","5.97619","425000000.00000","57000000.00000","378000000.00000","2389000000.00000","153000000.00000","0.40476","0.54164998267206","0.55645161290322"
"SYK.N","2014-06-30","0.54402","0.30023","0.05645","0.45161","0.33065","0.45161","0.55645","0.23387","0.86290","0.04032","0.97713","0.30335","0.59299","84.32000","3237000000.00000","17229000000.00000","7.43651","167000000.00000","128000000.00000","378000000.00000","2363000000.00000","158000000.00000","0.41799","0.54164998267206","0.55645161290322"
"SYK.N","2014-03-31","0.54402","0.30023","0.05645","0.45161","0.33065","0.45161","0.55645","0.23387","0.86290","0.04032","0.97713","0.30335","0.59299","81.47000","2244000000.00000","16159000000.00000","7.88624","107000000.00000","70000000.00000","378000000.00000","2305000000.00000","150000000.00000","0.39683","0.54164998267206","0.55645161290322"
"SYK.N","2013-12-31","0.58530","0.32894","0.07258","0.47581","0.58871","0.86290","0.39516","0.26613","0.89516","0.04032","0.85825","0.40052","0.59227","75.14000","2739000000.00000","15743000000.00000","8.50265","431000000.00000","386000000.00000","378000000.00000","2468000000.00000","139000000.00000","0.36772","0.62151151281929","0.39516129032258"
"SYK.N","2013-09-30","0.58530","0.32894","0.07258","0.47581","0.58871","0.86290","0.39516","0.26613","0.89516","0.04032","0.85825","0.40052","0.59227","67.59000","2743000000.00000","14883000000.00000","12.15608","137000000.00000","103000000.00000","378000000.00000","2151000000.00000","136000000.00000","0.35979","0.62151151281929","0.39516129032258"
"SYK.N","2013-06-30","0.58530","0.32894","0.07258","0.47581","0.58871","0.86290","0.39516","0.26613","0.89516","0.04032","0.85825","0.40052","0.59227","64.68000","2742000000.00000","14382000000.00000","11.86508","269000000.00000","213000000.00000","378000000.00000","2212000000.00000","132000000.00000","0.34921","0.62151151281929","0.39516129032258"
"SYK.N","2013-03-31","0.58530","0.32894","0.07258","0.47581","0.58871","0.86290","0.39516","0.26613","0.89516","0.04032","0.85825","0.40052","0.59227","65.24000","2738000000.00000","14089000000.00000","11.49206","375000000.00000","304000000.00000","378000000.00000","2190000000.00000","129000000.00000","0.34127","0.62151151281929","0.39516129032258"
"SYK.N","2012-12-31","0.62716","0.62310","0.61905","0.49206","0.57937","0.85714","0.40476","0.30159","0.75397","0.24603","0.96253","0.58368","0.65811","54.82000","1746000000.00000","13206000000.00000","13.23249","358000000.00000","270000000.00000","380200590.00000","2338000000.00000","129000000.00000","0.33929","0.6695235417918","0.4047619047619"
